order_id,product_id,quantity,unit_price
136,2,1,166.88
136,23,5,112.77
137,62,2,
138,41,1,68.2
138,34,5,159.42
139,7,2,14.42
139,57,,
140,34,0,212.0
140,6,2,23.97
140,10,2,144.73
141,54,1,219.57
141,42,3,104.98
141,61,2,
142,4,1,202.96
143,45,2,147.75
143,20,4,164.05
143,29,4,34.69
144,61,5,52.77
145,43,2,244.47
146,15,2,239.6
147,46,1,165.06
148,54,2,207.55
148,32,4,168.14
149,44,3,105.07
150,64,2,
151,54,2,179.28
152,17,1,10.85
153,17,4,91.81
154,31,2,224.86
154,14,1,230.57
155,58,4,121.88
155,24,1,6.9
156,59,4,48.29
156,36,1,
156,55,2,83.04
157,6,2,73.16
158,13,3,34.04
159,29,1,229.82
159,14,2,39.54
160,22,1,14.73
160,25,1,206.48
161,55,5,208.59
162,16,5,
163,36,1,201.88
164,10,3,87.15
165,10,3,14.39
165,41,2,166.97
165,5,1,148.64
166,26,2,123.69
167,37,1,219.58
167,28,1,125.21
168,23,1,69.44
168,31,3,165.94
168,39,2,168.64
169,51,3,77.37
169,37,4,84.71
169,15,1,83.12
170,51,1,123.51
170,63,4,12.09
170,28,4,194.08
171,53,4,109.16
172,35,5,88.25
173,58,4,219.52
174,15,3,137.23
174,3,4,177.65
174,9,1,93.7
175,51,2,44.53
176,28,2,
176,14,4,15.35
177,30,-2,188.72
178,52,1,219.76
178,10,1,177.34
179,2,1,149.1
180,40,3,187.14
180,59,2,242.46
181,38,4,241.88
181,62,2,135.62
182,64,4,191.85
183,29,1,61.86
183,14,2,203.36
184,22,2,124.99
185,52,5,210.7
186,64,2,186.42
187,42,4,70.69
188,63,5,164.73
188,62,1,
189,2,1,34.75
190,5,4,158.4
191,54,0,33.8
192,35,3,96.04
192,19,2,55.08
192,48,2,56.59
193,18,1,
193,54,1,21.42
193,40,2,27.98
194,8,5,21.35
195,45,1,72.26
196,40,3,103.79
196,26,1,30.22
197,34,1,132.96
198,43,2,185.62
198,61,2,196.91
199,19,1,219.27
200,18,5,120.55
201,31,4,99.44
202,41,1,211.33
203,36,1,142.31
203,33,1,111.67
203,4,3,193.82
204,28,2,48.85
204,2,2,
205,43,1,229.36
206,35,1,162.2
207,33,2,242.92
207,61,5,120.98
207,14,1,155.16
208,23,1,209.34
208,57,1,215.17
208,25,1,169.63
209,22,3,235.42
209,8,1,191.51
209,35,1,15.89
210,53,1,211.31
210,40,2,33.83
210,12,5,229.9
211,24,3,241.6
212,28,3,219.9
213,25,1,97.92
214,18,3,209.63
215,23,2,
216,47,3,133.14
217,22,1,148.37
217,27,4,203.66
217,27,3,128.41
218,12,2,
219,24,5,148.76
220,5,3,159.21
220,2,1,86.99
221,24,3,119.37
222,57,5,175.14
223,32,2,152.22
223,52,,232.59
224,14,4,70.98
224,4,1,230.97
225,26,1,86.61
225,12,2,39.65
225,51,1,166.35
226,39,2,62.85
227,32,1,212.18
228,21,3,139.7
228,28,5,208.67
229,50,1,234.13
230,37,4,135.85
231,4,2,48.64
231,47,3,5.38
231,51,1,38.82
232,39,4,99.09
233,37,2,
234,23,1,131.74
234,11,3,29.83
235,21,3,129.2
236,63,4,18.35
237,15,5,196.34
237,47,1,245.27
237,50,1,87.58
238,34,2,155.55
238,56,1,14.75
239,47,1,173.15
239,44,2,10.75
240,46,0,84.52
241,15,3,135.15
241,23,1,35.87
242,56,2,117.21
242,59,1,96.32
243,13,4,182.71
243,39,4,50.05
243,11,4,199.43
244,32,1,120.86
245,36,1,169.49
245,24,2,
246,17,2,151.76
246,41,1,9.42
247,37,5,160.51
248,61,1,83.3
248,20,5,127.24
249,50,2,166.86
250,63,3,188.25
251,38,3,119.5
252,22,3,106.76
252,37,5,96.93
253,16,1,56.76
253,38,1,192.87
254,53,3,107.44
254,41,3,167.73
255,41,4,103.96
255,37,5,218.96
255,1,3,165.76
256,50,4,105.51
257,29,1,
257,53,1,66.23
258,12,-3,152.32
258,50,2,44.53
259,23,5,230.73
260,9,1,117.98
261,57,2,243.33
261,15,3,227.67
262,9,1,172.09
262,61,4,107.18
262,16,1,
263,6,3,232.2
263,57,4,30.38
264,15,1,165.84
264,32,5,28.79
265,59,5,190.45
266,57,3,176.38
266,5,1,75.66
266,48,3,80.12
267,40,5,169.94
267,17,1,215.48
268,4,2,
269,52,5,46.74
270,41,3,231.88
271,62,1,98.06
271,9,3,55.57
272,16,2,117.52
272,2,2,
273,13,3,71.5
273,11,1,133.11
273,24,2,180.75
274,35,2,51.54
274,9,1,19.9
275,62,5,
275,10,2,113.26
276,28,5,7.34
277,57,2,160.55
278,33,4,125.68
279,62,2,78.4
279,32,3,142.5
280,15,1,83.2
280,61,5,21.05
281,13,5,173.29
282,14,2,127.93
283,61,1,232.24
283,20,3,192.76
284,21,3,245.37
285,35,2,120.63
285,39,3,86.75
286,41,5,143.0
286,1,,105.14
286,18,5,9.76
287,33,2,10.79
288,42,2,156.29
288,36,1,44.29
289,61,1,100.56
289,63,2,153.63
289,13,1,72.62
290,15,5,188.7
291,53,1,149.49
291,12,5,145.31
291,34,2,39.4
292,41,3,114.22
292,24,3,117.89
292,34,2,233.5
293,53,4,
293,8,0,
293,42,5,
294,12,1,200.64
295,60,2,192.93
296,60,5,248.61
297,10,1,88.24
298,56,1,76.97
298,50,0,83.97
298,29,3,165.13
299,46,1,41.32
299,13,1,
300,45,1,82.25
301,26,2,247.79
302,46,1,225.22
303,4,5,214.27
303,7,5,53.66
304,16,1,129.13
304,16,1,34.48
305,46,3,
305,47,5,32.43
306,49,4,215.08
307,9,4,164.73
308,11,4,8.87
308,42,1,65.99
308,17,1,
309,27,2,106.63
309,23,1,241.49
310,24,3,31.79
310,64,2,158.19
310,34,-3,
311,5,1,16.38
311,22,1,90.41
312,9,1,118.78
312,57,1,
313,61,2,165.8
313,13,5,208.61
314,29,1,39.93
315,13,4,155.67
315,33,1,78.76
315,60,2,37.26
316,19,1,200.93
316,26,0,160.47
316,31,1,7.86
317,25,4,57.62
318,57,1,165.58
318,44,3,50.64
319,59,1,88.87
319,9,3,11.22
320,30,5,34.46
321,45,2,140.55
322,24,4,221.97
322,19,2,53.67
323,20,1,93.84
323,22,3,171.69
324,29,1,239.0
324,26,,242.43
325,54,5,38.34
325,1,1,141.15
326,9,1,39.36
326,21,2,44.05
326,25,2,22.27
327,18,4,186.21
328,27,5,72.48
329,16,2,194.05
329,30,5,35.58
329,59,1,244.84
330,35,1,223.31
331,55,1,174.39
331,38,2,26.69
332,47,2,167.89
332,56,,30.76
333,36,2,85.55
333,33,3,29.77
333,32,5,111.26
334,63,4,218.24
334,6,1,199.42
334,13,1,63.45
335,54,4,14.76
335,57,5,133.07
335,56,1,49.27
336,13,2,201.45
337,46,3,241.56
338,42,5,160.52
339,27,3,189.55
340,64,1,156.01
341,41,2,181.87
342,64,1,54.52
343,45,3,224.46
343,22,0,51.49
344,38,1,175.42
344,12,4,40.7
345,51,1,30.38
346,11,3,
347,20,-2,59.98
347,29,2,112.88
348,2,2,10.08
349,54,2,212.73
349,50,2,245.56
350,56,3,231.74
351,46,1,37.94
351,32,1,229.77
352,61,3,207.43
352,45,2,
352,57,5,20.83
353,58,1,121.76
354,46,1,72.63
355,4,5,192.26
355,51,2,80.9
355,39,3,200.6
356,19,3,
356,46,1,
357,21,2,152.36
357,23,-1,232.55
358,12,1,145.62
359,53,4,38.92
359,13,2,178.27
360,12,1,54.14
360,11,3,28.03
361,8,1,
361,2,1,80.02
362,48,1,51.17
362,24,2,28.75
363,48,1,178.05
364,20,-5,14.49
365,40,2,172.33
366,13,5,43.03
367,59,4,236.27
368,44,2,63.66
369,52,1,229.56
370,13,1,83.53
370,51,2,38.18
370,38,4,97.37
371,14,3,154.36
371,37,1,15.19
372,23,3,
373,50,2,136.74
374,56,1,
374,28,1,50.49
374,41,1,126.33
375,2,1,55.47
375,38,1,166.59
376,23,4,96.08
377,20,1,157.32
378,40,2,165.06
378,53,1,106.33
379,63,2,158.49
380,58,1,59.62
380,15,1,124.68
380,42,1,67.83
381,51,2,74.74
381,14,1,221.96
381,12,5,
382,14,1,209.1
382,9,2,95.86
383,6,2,
383,2,1,237.84
384,60,2,18.81
385,9,2,52.6
386,4,5,65.21
386,21,1,82.79
387,53,1,46.62
388,5,1,
389,8,4,34.3
390,5,0,206.87
390,50,2,99.75
390,31,5,89.55
391,62,1,220.45
391,37,1,100.16
392,48,1,
393,30,4,158.48
393,52,4,117.83
394,60,3,168.01
394,27,2,51.78
395,47,5,192.16
395,40,2,120.2
395,58,2,239.14
396,7,2,140.15
396,50,4,113.52
397,23,2,171.74
397,52,2,82.53
398,17,5,233.58
398,5,1,
398,7,3,81.75
399,20,2,21.17
400,58,5,47.92
401,21,1,34.01
401,53,1,159.02
402,32,1,40.92
403,18,4,121.83
404,47,5,49.54
404,63,3,247.0
405,23,1,170.95
406,26,3,199.22
407,64,1,149.62
408,33,2,245.59
409,63,3,17.73
410,34,5,87.68
411,59,1,12.68
411,2,1,53.9
411,50,1,71.21
412,55,4,37.41
413,25,5,25.4
414,11,3,
414,17,1,
414,31,1,
415,10,1,241.57
416,43,1,18.75
416,11,1,
416,30,,24.45
417,25,5,178.51
417,24,5,170.65
418,57,1,24.48
419,19,2,
420,42,2,160.64
421,53,2,66.47
421,31,1,242.18
422,9,1,89.32
423,56,1,225.16
423,12,3,229.49
424,9,2,83.16
424,62,3,192.03
424,25,2,15.45
425,60,3,212.38
425,60,5,39.8
426,4,1,98.45
426,20,4,111.41
427,20,1,9.01
428,44,-2,101.09
429,36,2,153.66
429,56,1,168.11
430,9,3,153.91
431,64,2,8.17
431,21,3,172.58
432,17,2,96.46
433,48,5,114.52
434,42,2,226.12
435,36,3,86.1
435,17,3,145.2
436,31,2,
436,13,4,
436,63,5,223.26
437,9,5,52.32
438,19,3,19.45
438,1,3,157.05
438,35,3,81.96
439,25,1,19.83
440,37,2,108.62
440,2,2,
441,54,1,195.06
441,58,4,150.48
441,14,2,53.45
442,21,1,
443,62,3,208.78
444,56,3,85.01
445,37,3,144.28
446,17,5,21.62
447,21,2,93.27
447,11,4,22.04
448,54,4,
449,58,1,228.29
450,8,,211.5
451,6,2,237.73
452,41,3,160.4
453,38,-5,180.1
453,9,1,13.81
454,1,3,147.48
454,22,4,136.37
455,37,2,130.16
455,26,2,85.12
455,16,2,114.15
456,52,2,15.2
456,27,2,185.24
456,28,2,18.31
457,33,2,80.92
457,24,3,236.95
458,59,4,45.48
459,37,2,
459,4,1,236.95
460,57,4,
461,28,2,186.74
462,54,1,13.56
463,34,5,222.39
464,16,1,233.34
465,12,2,222.17
466,35,1,122.52
467,28,1,
468,60,4,8.24
468,9,2,181.11
469,4,2,51.07
470,6,4,177.21
471,7,2,151.51
471,61,1,225.94
471,19,3,89.95
472,48,5,192.98
472,64,4,110.76
473,43,3,115.43
474,22,1,229.97
474,19,3,208.83
474,18,2,102.1
475,6,1,67.4
476,30,3,84.73
477,51,4,91.02
478,29,5,175.01
479,1,1,229.37
479,40,2,79.19
479,13,-2,12.61
480,10,1,237.99
481,52,1,78.54
482,39,4,230.28
483,6,5,127.49
483,33,5,99.01
484,55,3,172.78
485,5,5,26.26
485,12,1,208.49
486,59,4,64.13
487,42,2,177.48
488,53,0,36.44
488,4,5,49.39
489,50,1,33.82
489,23,5,44.86
490,55,1,
491,63,0,195.05
491,23,,49.75
492,64,2,203.05
492,15,1,37.33
492,4,5,199.6
493,48,1,13.21
493,55,1,69.37
493,46,5,230.21
494,16,1,144.74
495,48,2,242.85
495,53,1,61.89
496,51,1,
497,35,1,203.8
497,32,5,51.21
498,28,1,140.48
498,10,1,215.16
499,62,1,65.52
500,47,2,104.56
500,6,3,11.77
500,48,4,209.9
501,62,4,190.07
502,37,5,
502,9,1,195.37
503,48,2,118.79
504,39,3,214.56
505,50,1,27.28
505,44,1,70.7
506,30,3,84.41
507,45,2,87.06
508,34,4,51.14
509,38,2,93.55
510,27,5,47.48
511,32,2,160.18
512,64,3,123.65
512,59,3,153.46
512,49,0,51.28
513,59,2,108.01
513,55,5,121.7
514,18,1,191.22
515,9,2,136.12
516,55,-2,
517,44,2,63.96
518,35,3,42.16
518,41,2,241.76
519,3,1,186.4
519,35,5,65.31
520,59,1,229.81
521,31,2,215.91
522,28,2,25.08
522,57,1,99.19
523,3,2,169.95
523,44,-3,129.34
524,27,3,23.94
524,49,1,55.74
525,36,2,225.11
525,61,1,143.0
526,58,1,89.56
527,56,5,26.91
527,30,2,249.28
528,29,2,244.88
529,12,1,
530,33,5,39.69
531,30,4,132.51
532,7,1,120.2
533,31,1,52.86
534,13,2,48.78
535,48,1,233.37
535,2,3,192.75
536,8,4,16.83
537,31,3,73.41
538,15,2,
539,18,1,134.57
539,51,4,119.31
540,46,4,133.24
540,64,1,55.68
541,39,1,106.03
542,4,3,188.82
543,19,5,198.67
543,39,4,9.0
543,57,2,119.25
544,60,1,17.57
545,13,2,90.88
545,56,1,91.91
545,62,1,217.8
546,43,2,
547,19,,129.82
548,4,5,200.63
549,42,2,201.29
549,57,5,130.91
550,9,1,97.58
550,57,2,191.71
551,50,2,15.25
551,18,2,52.44
552,55,2,56.59
553,5,2,197.81
554,64,1,117.59
555,48,5,68.22
555,43,3,168.59
556,36,2,10.44
556,43,2,182.44
557,39,2,41.24
557,29,2,
558,47,4,107.72
558,11,2,122.88
559,41,1,204.68
560,4,3,33.96
560,63,4,104.29
561,32,1,151.5
562,13,1,185.66
563,64,1,199.42
563,20,0,48.5
564,46,,223.75
565,11,1,206.24
566,51,5,150.37
567,10,2,118.26
567,21,1,59.82
568,44,1,203.51
568,40,2,204.58
569,40,3,118.01
570,11,1,33.83
571,17,1,74.2
571,41,2,111.65
572,39,2,165.75
572,51,2,16.97
572,33,4,126.91
573,42,5,85.08
573,55,3,189.11
574,1,1,106.86
575,19,1,63.8
576,26,1,193.85
577,44,3,30.62
577,26,2,171.68
577,36,4,248.43
578,26,4,
578,38,,86.48
579,9,5,107.22
579,30,3,59.6
579,5,2,146.98
580,30,1,206.26
581,56,1,201.58
582,54,1,238.38
582,40,1,147.13
583,37,1,231.77
583,43,1,54.05
584,43,2,10.06
585,34,1,169.58
585,55,2,93.54
585,37,2,174.42
586,20,1,5.81
587,23,1,87.68
588,60,1,155.51
588,46,1,100.02
589,3,1,44.75
590,25,5,190.53
590,44,4,110.93
591,28,1,161.17
591,9,2,233.77
592,59,4,95.36
592,5,5,
593,48,3,210.18
593,60,1,28.5
593,15,1,140.62
594,16,1,161.32
595,55,-2,31.1
595,18,2,249.81
596,10,3,80.54
596,3,1,85.29
597,13,3,243.78
598,16,1,
599,36,2,139.79
600,39,2,103.88
601,54,1,
602,13,1,121.85
603,52,1,149.75
604,11,3,163.87
605,3,5,178.49
606,31,0,133.12
606,25,5,19.54
606,50,2,76.7
607,53,2,156.0
607,54,2,126.92
608,25,2,146.26
608,16,2,14.84
609,6,1,37.57
609,15,1,180.71
609,2,4,55.54
610,16,3,105.72
610,36,5,215.14
610,50,3,168.12
611,63,5,112.17
612,60,1,
612,59,2,32.04
613,36,1,8.36
614,9,5,162.83
614,36,5,71.05
615,18,1,163.07
615,19,1,95.84
616,35,2,9.96
617,31,2,64.84
618,24,5,5.82
618,42,4,5.35
619,40,4,202.12
620,52,3,120.59
620,32,,87.35
620,31,3,110.54
621,10,1,38.55
621,6,2,136.06
621,14,5,59.07
622,13,1,229.95
623,58,2,231.26
624,33,,173.79
625,1,5,58.0
625,43,1,147.8
625,36,1,90.48
626,22,1,245.26
626,36,2,43.44
627,23,2,53.41
627,8,5,37.95
627,27,3,220.63
628,56,1,209.23
628,49,1,13.6
628,54,1,
629,14,4,204.08
629,43,5,249.31
630,28,5,154.67
630,36,3,57.46
631,26,4,194.27
632,15,1,61.28
633,62,4,147.25
634,7,1,61.78
635,10,2,25.46
636,34,2,38.35
637,63,2,198.55
637,12,1,22.49
638,11,3,171.92
638,44,-1,
639,4,1,45.4
639,11,1,122.78
639,57,,159.55
640,20,3,169.67
641,38,2,25.82
641,62,2,
642,37,1,119.86
643,4,1,5.67
643,32,4,88.65
644,36,1,142.93
644,20,2,247.7
645,47,2,197.35
646,6,,55.93
647,59,3,9.15
647,24,1,
648,51,2,35.43
649,1,2,68.36
649,23,5,233.06
650,25,1,64.34
650,19,4,77.3
651,40,4,10.06
651,17,3,212.02
652,40,2,218.98
653,50,1,188.81
654,24,4,181.67
655,24,2,217.03
655,11,5,105.73
656,3,2,95.24
657,23,2,243.25
657,8,-3,
658,31,2,56.18
659,25,2,221.44
660,29,1,27.05
660,59,5,197.9
660,26,2,159.55
661,18,4,
662,5,1,229.93
662,64,3,28.34
663,2,1,
663,4,1,106.67
664,2,2,86.78
664,64,2,206.64
665,54,1,171.62
665,45,1,23.67
665,16,2,76.59
666,62,3,148.7
666,53,2,182.11
667,19,1,72.37
667,10,1,13.93
668,38,1,104.77
668,47,1,87.68
668,51,4,
669,13,1,109.49
669,6,2,18.56
669,47,4,153.81
670,50,1,22.8
671,13,1,67.23
672,56,1,31.64
673,55,1,246.05
673,38,1,79.47
674,58,2,63.16
674,18,,62.26
675,16,1,95.78
675,3,1,248.32
675,9,2,
676,33,1,151.46
676,54,4,165.9
677,59,1,77.4
677,47,4,144.34
677,14,-2,127.6
678,25,1,31.54
678,29,2,195.18
679,8,4,10.62
679,20,4,117.0
680,57,1,80.82
681,30,2,167.31
681,32,1,
681,37,1,240.2
682,19,4,139.56
683,52,3,40.91
684,49,4,159.43
685,2,5,29.06
686,25,3,245.21
687,25,2,41.48
688,35,1,208.96
689,1,1,130.9
690,9,1,245.0
690,26,1,52.36
691,7,1,18.71
692,38,1,83.73
693,26,5,
694,29,2,224.44
695,37,4,180.0
695,18,4,105.84
696,45,1,27.55
697,61,4,245.58
697,9,-2,234.45
697,34,1,53.61
698,17,3,232.99
699,14,5,
699,22,1,45.02
700,55,2,244.98
701,64,3,51.63
701,38,2,17.04
702,42,1,101.91
702,13,4,248.75
703,33,1,135.86
704,64,1,23.41
704,12,5,149.29
705,25,2,243.54
706,44,5,173.25
706,55,2,137.13
707,23,3,87.92
707,58,1,177.18
708,55,4,248.63
708,8,4,126.62
708,19,1,5.54
709,22,1,90.57
710,51,0,87.08
711,34,4,184.45
712,10,1,102.48
713,6,2,157.73
713,3,1,230.04
714,30,4,151.55
715,38,1,153.36
715,9,1,115.7
716,5,5,231.28
716,52,5,53.01
717,24,1,115.73
717,10,1,167.59
717,64,4,214.96
718,64,1,36.71
718,26,5,14.34
719,1,4,172.16
720,7,2,167.56
721,49,3,
721,16,1,137.72
722,48,2,233.88
723,51,2,207.47
723,24,2,37.6
724,35,4,59.43
724,14,3,68.87
725,24,3,233.37
726,50,1,47.1
727,29,3,196.5
728,14,4,11.28
729,34,4,
729,42,5,75.38
730,25,2,34.38
731,10,1,151.75
731,26,3,
732,27,4,84.68
733,42,2,183.58
734,54,5,
735,58,,240.14
735,20,1,
736,23,5,134.65
737,61,1,209.54
737,1,2,62.57
737,45,4,38.52
738,54,1,216.68
738,54,5,73.48
739,64,3,245.86
740,44,4,200.16
741,37,1,79.6
741,16,1,109.88
741,18,1,15.49
742,30,2,62.91
743,42,3,6.35
744,27,4,49.62
745,37,4,156.88
746,64,2,225.21
747,38,4,6.55
747,22,3,
747,28,1,202.88
748,25,1,153.6
749,1,2,19.44
749,12,2,124.93
749,60,-3,45.43
750,12,5,49.25
750,60,3,243.45
751,62,1,216.36
752,19,1,194.99
753,49,2,101.15
753,24,5,163.12
754,28,2,180.7
754,24,1,47.26
755,28,4,239.05
755,42,1,62.88
756,22,3,177.1
757,27,3,80.47
757,63,5,221.2
758,38,2,144.9
758,33,5,182.62
759,57,1,
759,8,3,225.75
760,64,1,178.43
760,18,2,11.87
761,18,3,198.68
762,25,-1,15.88
762,63,5,128.94
763,27,3,92.54
764,51,1,231.01
764,6,0,244.6
765,11,3,21.26
765,21,2,144.77
766,3,1,46.02
767,45,1,53.71
767,25,1,
768,61,1,
768,15,1,160.15
769,27,1,173.25
770,53,5,39.2
770,12,1,103.65
771,6,1,12.81
772,57,2,157.62
773,38,2,87.63
774,23,5,167.95
774,14,1,74.09
774,37,1,172.34
775,44,1,85.02
776,37,4,210.79
776,47,3,
777,1,2,144.36
777,64,1,61.06
777,19,2,234.11
778,47,4,231.37
778,4,2,222.58
779,19,5,108.49
780,62,2,73.08
781,8,5,241.17
781,3,4,35.98
782,14,3,238.45
782,1,2,
782,8,0,93.97
783,58,3,197.77
783,48,5,195.69
784,55,1,66.55
785,33,5,32.08
786,16,1,202.48
787,30,1,72.65
787,63,1,
788,47,5,150.21
789,44,1,
790,14,,179.58
790,7,2,135.01
791,26,4,
792,56,1,215.54
792,58,4,151.05
793,16,1,249.93
794,52,1,230.26
795,56,4,41.47
796,31,1,
797,52,4,81.09
798,4,1,17.38
798,60,1,14.14
799,31,1,142.91
800,35,1,168.58
800,41,,154.58
800,39,5,101.77
801,29,1,149.62
801,54,4,188.72
802,13,1,
802,62,2,208.56
803,24,2,241.92
803,38,1,
804,34,1,212.78
804,18,1,17.48
804,22,1,18.45
805,4,2,233.06
805,11,2,176.94
805,58,1,25.45
806,38,1,213.58
807,34,2,44.37
807,46,2,112.88
808,2,1,11.28
808,54,5,168.3
809,25,4,78.38
810,11,1,127.41
810,35,1,108.74
810,20,5,101.06
811,62,1,149.26
811,16,2,26.66
811,15,3,126.11
812,23,5,223.96
813,29,3,91.73
813,59,4,161.79
814,37,4,65.91
814,55,1,130.36
815,2,1,30.03
815,46,2,104.61
816,1,2,103.02
817,6,4,68.33
818,57,1,
818,39,1,208.27
819,32,3,246.84
819,21,2,31.44
819,53,1,
820,42,1,196.03
821,47,2,126.41
822,13,4,12.72
822,38,-2,143.96
823,61,5,
824,17,2,145.43
824,6,1,118.11
825,35,1,106.35
826,29,3,230.17
827,55,2,147.52
828,57,2,98.37
828,12,3,68.99
829,7,1,38.01
829,24,1,196.35
829,32,4,15.89
830,11,4,20.15
830,51,2,65.89
831,17,1,68.67
831,8,4,17.03
831,39,1,242.95
832,38,4,172.18
833,56,4,17.24
833,34,0,198.66
833,55,3,113.55
834,58,2,241.36
835,4,4,214.96
835,52,4,214.29
836,44,,102.13
836,45,2,7.23
837,21,1,42.27
837,58,4,122.19
838,52,1,155.24
839,11,1,
840,33,4,6.49
840,2,1,131.48
841,64,1,24.38
841,46,5,224.82
841,35,5,180.97
842,55,1,32.16
843,33,2,221.69
844,45,4,135.4
844,45,1,69.85
845,17,1,175.2
846,33,3,245.08
847,55,2,95.01
848,19,2,23.78
849,20,5,136.62
850,63,1,225.78
850,27,2,163.03
850,22,5,51.94
851,49,1,224.94
851,2,1,21.47
852,6,2,
853,30,3,128.24
853,30,3,
854,14,1,102.09
854,37,1,89.6
854,33,2,239.09
855,7,2,220.35
855,61,2,197.14
856,42,2,35.21
856,33,4,144.13
856,20,1,246.38
857,18,5,210.73
857,33,4,203.49
857,49,2,37.38
858,29,5,62.68
858,14,1,246.4
859,4,4,43.48
859,27,1,
860,28,1,15.96
860,24,2,
861,50,5,33.07
861,62,4,139.19
862,48,4,75.74
863,38,3,
864,7,5,196.83
864,18,2,105.11
865,13,0,184.66
866,52,0,205.25
866,43,4,
867,6,4,224.73
867,35,1,226.71
867,48,2,178.68
868,37,1,137.7
869,35,,155.71
869,25,4,54.55
870,52,1,
870,30,4,132.4
871,61,5,
872,55,1,211.74
872,49,1,
873,17,4,192.17
874,24,0,244.55
874,1,3,235.47
874,47,3,243.01
875,59,2,169.38
875,38,4,
876,19,2,179.62
876,18,4,44.86
876,62,3,
877,34,3,37.3
877,45,2,
877,56,0,146.59
878,64,1,9.42
