order_id,customer_id,order_date
681,193,17/01/2025
682,4,02/04/2025
683,146,2026-05-03
684,139,2026-02-26
685,20,2026-05-27
686,155,2025-01-05
687,272,06/01/2026
688,260,2025-08-02
689,77,2026-05-01
690,23,2026-01-08
691,172,2026-04-10
692,276,2025-01-30
693,121,2025-11-30
694,167,2025-04-23
695,212,20/01/2026
696,300,2026-03-23
697,233,2026-01-18
698,184,2025-07-27
699,292,2025-05-20
700,215,2025-12-18
701,81,2025-06-24
702,118,2026-06-19
703,243,2025-10-13
704,127,2026-03-21
705,77,2025-01-06
706,241,2026-06-01
707,246,2025-04-11
708,286,02-21-2026
709,152,2025-04-03
710,83,01-25-2025
711,71,2026-02-20
712,238,02/01/2025
713,171,2025-10-31
714,278,01/08/2025
715,172,2025-02-26
716,187,2025-04-24
717,21,2025-06-29
718,288,2025-07-29
719,277,05/05/2026
720,108,2025-08-19
721,258,2025-10-11
722,232,24/06/2026
723,273,30/06/2026
724,189,2025-03-09
725,45,2025-07-03
726,56,2025-04-25
727,105,2025-01-24
728,278,2026-05-01
729,11,2025-03-06
730,267,2026-02-26
731,168,27/06/2026
732,156,2025-11-10
733,248,23/10/2025
734,181,2025-06-20
735,275,29/06/2025
736,79,2025-04-30
737,65,2026-01-14
738,18,2025-12-19
739,84,05-05-2025
740,256,04-15-2026
741,280,2025-12-06
742,149,31/05/2025
743,227,26/04/2025
744,72,2025-04-30
745,113,2025-04-05
746,100,16/08/2025
747,101,06/07/2026
748,45,2026-02-08
749,262,2026-01-05
750,219,2026-01-17
751,158,2026-07-29
752,228,02/03/2026
753,218,2026-03-01
754,45,2025-11-07
755,172,2026-01-20
756,140,2026-07-24
757,71,2026-01-26
758,155,2025-11-08
759,115,2025-01-03
760,242,2025-10-22
761,126,2025-10-11
762,186,23/03/2026
763,244,2025-05-03
764,9,2025-06-16
765,237,2025-05-19
766,185,2025-12-31
767,40,07/07/2025
768,86,20/11/2025
769,155,2026-01-07
770,383,2025-10-16
771,175,2025-06-16
772,114,2026-07-27
773,270,19/07/2026
774,214,2025-03-20
775,9,2025-11-16
776,227,20/06/2026
777,156,2025-05-02
778,73,2025-11-11
779,41,2025-04-25
780,221,2025-04-21
781,31,2025-09-17
782,6,05-07-2025
783,103,2025-12-26
784,143,2025-12-23
785,124,2025-03-11
786,8,07-16-2025
787,396,04-12-2025
788,244,2025-07-09
789,93,2026-01-24
790,209,2025-11-18
791,70,05/01/2026
792,21,2026-05-21
793,160,2026-03-31
794,220,13/03/2025
795,189,2026-05-19
796,268,2025-03-29
797,53,2025-06-22
798,174,2026-02-18
799,256,07/10/2025
800,205,02-19-2026
801,76,2025-04-21
802,119,2025-05-18
803,35,01-28-2025
804,168,09/04/2025
805,267,2026-04-23
806,252,2026-07-10
807,398,02-02-2025
808,61,19/11/2025
809,19,2026-07-25
810,85,2025-05-18
811,57,2026-05-18
812,293,30/07/2026
813,201,2026-01-22
814,146,2025-01-29
815,188,28/01/2025
816,195,12-20-2025
817,29,2025-09-11
818,44,09/03/2025
819,370,2025-02-08
820,291,2026-03-08
821,12,2026-01-22
822,51,2025-04-13
823,255,2025-12-14
824,224,19/03/2025
825,148,11-01-2025
826,116,05/04/2025
827,173,2026-06-28
828,40,2025-11-06
829,277,2026-03-01
830,233,
831,265,2026-05-27
832,240,30/06/2026
833,223,2025-03-03
834,76,04/11/2025
835,33,2026-02-27
836,83,2025-08-30
837,99,2025-11-14
838,224,2025-02-07
839,15,2025-10-12
840,22,13/05/2026
841,43,02/11/2025
842,209,2025-04-03
843,72,05-28-2026
844,298,2026-06-22
845,122,2025-11-17
846,200,08-30-2025
847,55,2025-10-09
848,29,2026-01-19
849,280,09-10-2025
850,75,
851,18,2025-02-25
852,123,2026-01-29
853,186,2025-05-05
854,227,02-07-2026
855,155,2025-08-30
856,83,21/11/2025
857,209,08/10/2025
858,252,02-27-2026
859,217,13/04/2025
860,260,2026-03-07
861,168,29/01/2025
862,95,2025-05-20
863,157,2025-03-26
864,67,25/02/2026
865,245,2025-05-17
866,168,2025-07-23
867,202,
868,286,08-23-2025
869,102,2025-06-22
870,134,2026-01-12
871,8,22/03/2026
872,254,2025-07-28
873,137,2026-05-22
874,106,17/10/2025
875,93,2025-05-30
876,121,2025-09-12
877,235,2026-04-26
878,204,28/01/2026
879,132,2026-07-25
880,121,12-29-2025
881,382,2026-01-26
882,190,2026-07-27
883,87,14/12/2025
884,163,2026-03-20
885,23,27/05/2026
886,185,10-17-2025
887,136,23/03/2026
888,252,2025-06-04
889,226,2025-06-02
890,241,2026-04-24
891,254,01-01-2026
892,235,2025-06-01
893,146,22/06/2025
894,289,2025-08-06
895,270,2025-07-04
896,256,2025-12-03
897,63,19/04/2025
898,42,2026-05-07
899,3,2025-02-14
900,167,2025-05-13
901,145,26/02/2025
902,196,2025-09-19
903,205,2025-08-02
904,146,2025-06-07
905,222,11-14-2025
906,184,2026-01-12
907,199,2026-07-31
908,217,2025-07-10
909,21,2026-04-20
910,80,2026-06-24
911,149,03-23-2025
912,77,04/11/2025
913,152,2026-07-19
914,56,2026-02-27
915,292,2025-12-30
916,397,2026-04-19
917,202,03/03/2026
918,233,2026-04-06
919,96,22/03/2025
920,55,2025-01-19
921,88,2026-04-17
922,250,2026-01-05
923,203,
924,58,12/07/2025
925,75,23/03/2026
926,276,05/11/2025
927,217,06-20-2025
928,228,2026-04-28
929,125,
930,222,23/05/2026
931,284,2025-02-07
932,250,2025-03-04
933,162,02/10/2025
934,243,2025-12-22
935,83,2025-07-16
936,260,12-14-2025
937,240,28/10/2025
938,214,04/01/2026
939,83,2025-10-17
940,248,2025-07-24
941,213,2026-05-21
942,25,03/01/2026
943,82,2026-05-31
944,221,2025-08-21
945,133,30/12/2025
946,286,04/06/2025
947,54,25/03/2026
948,57,15/04/2025
949,54,01/05/2025
950,81,29/03/2026
951,51,2026-01-08
952,104,
953,243,2026-06-02
954,213,2025-09-09
955,216,22/05/2025
956,210,13/06/2026
957,16,11/01/2025
958,36,2025-11-19
959,223,2025-02-07
960,295,06-17-2026
961,284,
962,144,31/05/2025
963,106,2026-03-29
964,208,2025-11-05
965,200,2025-05-10
966,110,2026-07-20
967,82,2026-07-07
968,156,2026-06-02
969,191,2026-06-04
970,64,2025-01-06
971,298,01/07/2026
972,154,24/05/2025
973,127,2026-06-13
974,185,31/05/2025
975,42,12/03/2026
976,229,2026-06-23
977,203,2026-05-26
978,251,03/03/2026
979,66,2026-04-14
980,271,2025-08-06
981,81,01-14-2026
982,210,2026-01-14
983,79,11-09-2025
984,249,2025-05-27
985,25,09/11/2025
986,385,2025-12-24
987,247,04-09-2026
988,244,16/05/2025
989,236,2026-04-05
990,46,2026-02-24
991,174,30/03/2026
992,85,2025-11-13
993,287,2026-07-09
994,292,
995,273,2025-01-20
996,297,2026-07-01
997,24,2025-01-24
998,13,2025-11-21
999,51,2025-10-20
1000,46,2026-02-22
1001,167,2025-03-01
1002,73,2025-11-28
1003,62,03/09/2025
1004,253,2026-06-01
1005,32,2026-07-21
1006,209,2025-01-20
1007,52,2026-07-23
1008,291,27/03/2025
1009,73,22/06/2025
1010,217,
1011,238,2025-10-24
1012,31,2026-05-09
1013,195,2025-08-06
1014,24,2026-07-01
1015,203,24/05/2025
1016,222,06-01-2026
1017,176,2026-04-09
1018,165,04-16-2026
1019,69,
1020,5,2026-02-28
1021,251,2026-07-06
1022,40,2026-04-01
1023,193,2026-01-02
1024,5,01-15-2026
1025,114,2025-10-15
1026,99,07/11/2025
1027,253,2025-02-07
1028,390,2026-02-10
1029,257,2026-07-20
1030,290,12/05/2025
1031,292,20/06/2026
1032,12,2026-06-30
1033,377,23/02/2025
1034,209,2026-06-15
1035,23,2025-08-18
1036,273,2025-01-06
1037,293,08-20-2025
1038,39,2025-07-21
1039,50,19/03/2026
1040,172,2025-09-11
1041,175,2025-12-08
1042,38,26/03/2026
1043,297,03-04-2025
1044,34,03-05-2025
1045,155,2026-03-19
1046,287,2026-01-26
1047,211,2025-01-11
1048,220,2025-04-14
1049,14,2025-12-03
1050,7,2025-03-11
1051,294,2026-06-06
1052,228,21/05/2025
1053,160,06-10-2026
1054,160,09/07/2026
1055,159,
1056,75,04/06/2026
1057,28,07-20-2025
1058,104,2025-12-16
1059,240,06/12/2025
1060,172,2026-03-05
1061,22,2025-01-04
1062,239,2025-09-02
1063,170,2026-01-20
1064,4,2025-03-17
1065,73,2025-07-19
1066,185,2025-01-31
1067,113,2025-06-28
1068,92,30/06/2025
1069,11,2025-05-21
1070,57,2025-08-04
1071,191,06-24-2026
1072,223,2025-03-08
1073,67,2025-07-16
1074,163,09-08-2025
1075,97,29/10/2025
1076,28,14/10/2025
1077,300,03/08/2025
1078,34,02/02/2026
1079,261,2026-06-16
1080,192,10/05/2026
1081,138,2025-02-07
1082,232,2026-02-10
1083,194,2026-01-19
1084,44,2026-06-16
1085,239,2025-12-11
1086,210,2026-05-25
1087,92,2025-09-29
1088,43,2026-05-29
1089,142,2025-04-11
1090,280,2025-07-21
1091,141,05-22-2025
1092,279,09/01/2025
1093,178,02-18-2026
1094,7,06-09-2026
1095,204,2025-08-03
1096,283,2026-04-18
1097,97,2026-03-04
1098,286,2025-05-23
1099,5,2025-12-30
1100,207,2026-07-05
1101,291,2025-05-23
1102,170,02-05-2026
1103,201,2026-01-31
1104,292,2025-11-08
1105,284,2026-05-16
1106,198,2025-08-27
1107,233,2026-06-15
1108,211,2025-04-24
1109,36,2025-07-31
1110,222,2026-05-02
1111,159,30/05/2026
1112,359,2026-04-02
1113,127,2026-05-18
1114,47,2026-04-13
1115,153,2025-06-29
1116,222,2025-07-07
1117,23,2025-06-11
1118,150,2025-03-10
1119,112,02-26-2026
1120,189,2025-04-18
1121,210,2025-09-16
1122,14,2026-04-18
1123,100,2025-01-11
1124,70,2026-04-21
1125,281,2026-03-25
1126,83,2025-01-19
1127,64,2026-02-05
1128,6,2025-06-07
1129,18,2026-06-30
1130,268,2025-04-16
1131,27,19/02/2025
1132,128,
1133,15,12/12/2025
1134,33,09/04/2025
1135,86,2025-02-15
1136,168,2025-07-14
1137,203,2025-05-04
1138,166,
1139,109,2025-03-09
1140,189,2025-08-12
1141,256,15/04/2025
1142,292,2025-04-08
1143,199,2025-05-17
1144,163,
1145,300,2026-06-08
1146,7,2025-05-08
1147,125,2025-03-03
1148,104,2025-07-29
1149,228,2025-12-03
1150,21,2026-03-01
1151,13,2025-12-06
1152,28,12/09/2025
1153,114,2026-01-26
1154,4,2026-05-19
1155,73,2025-05-09
1156,105,2025-03-22
1157,85,2025-09-08
1158,156,04-05-2026
1159,247,2026-01-04
1160,226,20/03/2026
1161,374,14/03/2026
1162,154,2025-06-06
1163,195,2026-04-10
1164,247,20/05/2025
1165,382,2026-01-19
1166,203,2026-01-18
1167,37,02-09-2025
1168,290,03-23-2026
1169,179,2026-05-16
1170,30,11/03/2026
1171,18,2026-01-06
1172,76,04-12-2026
1173,127,2025-06-15
1174,197,2025-03-24
1175,217,2026-03-14
1176,273,2026-01-27
1177,46,19/12/2025
1178,108,
1179,87,2025-01-02
1180,214,23/10/2025
1181,192,2025-05-18
1182,57,2025-08-06
1183,94,2025-07-16
1184,210,22/04/2025
1185,151,2025-05-08
1186,300,2026-05-12
1187,32,2025-01-08
1188,22,19/06/2026
1189,267,09-30-2025
1190,173,2025-12-11
1191,162,2026-01-05
1192,30,
1193,206,2025-05-23
1194,272,2025-09-12
1195,244,2025-07-12
1196,373,02-16-2025
1197,228,2026-05-12
1198,42,05-03-2026
1199,52,2025-10-28
1200,267,2026-06-01
1201,45,07-16-2026
1202,229,2026-05-09
1203,109,2025-04-02
1204,15,12-01-2025
1205,113,05-03-2026
1206,70,2026-05-19
1207,115,2025-03-08
1208,196,07-30-2026
1209,120,2025-04-29
1210,175,12/07/2025
1211,189,11-17-2025
1212,1,2026-07-03
1213,217,09/01/2026
1214,65,
1215,236,31/10/2025
1216,234,2025-10-18
1217,18,2025-11-13
1218,141,2026-05-05
1219,150,2026-01-21
1220,79,04/08/2025
1221,116,02-23-2025
1222,250,11-03-2025
1223,82,2026-07-16
1224,243,2026-02-05
1225,145,19/07/2025
1226,50,25/02/2025
1227,235,2025-05-21
1228,75,
1229,295,2025-06-01
1230,87,2025-04-09
1231,27,2026-06-12
1232,77,2026-02-18
1233,204,2025-06-26
1234,46,2026-01-27
1235,357,2025-03-26
1236,261,2026-05-07
1237,93,2026-03-21
1238,167,2026-07-05
1239,11,04/07/2026
1240,33,06/07/2026
1241,64,08-01-2025
1242,93,2025-07-04
1243,161,2025-05-12
1244,45,2025-02-05
1245,153,2026-07-12
1246,1,02-17-2025
1247,151,2026-04-01
1248,161,2025-12-27
1249,51,2025-02-15
1250,154,08-09-2025
1251,111,2025-10-12
1252,39,2025-09-24
1253,205,2025-09-18
1254,74,2025-03-14
1255,99,2026-06-08
1256,79,2026-03-21
1257,127,2025-05-08
1258,209,2025-04-02
1259,140,2025-08-20
1260,114,18/04/2025
1261,270,2025-11-10
1262,49,2025-10-16
1263,25,2026-02-03
1264,273,2026-02-17
1265,5,2025-06-09
1266,291,02-24-2025
1267,190,2025-09-13
